,MORT_30_AMI,MORT_30_CABG,MORT_30_COPD,MORT_30_HF,MORT_30_PN,MORT_30_STK,READM_30_AMI,READM_30_CABG,READM_30_COPD,READM_30_HF,READM_30_HIP_KNEE,READM_30_HOSP_WIDE,READM_30_PN,READM_30_STK,Hospital Name,State,Region,Location,Latitude,Longitude,Predicted State,Predicted Region
1724,15.9,21.2,9.1,13.3,14.7,15.9,15.4,8.0,19.5,20.4,15.3,15.6,15.4,12.2,MYRTUE MEDICAL CENTER,IA,Midwest,"1213 GARFIELD AVENUE
HARLAN, IA 51537
(41.647472, -95.32552)",41.647472,-95.32552,TX,South
4565,15.2,4.4,5.9,12.8,14.2,17.6,16.6,17.8,18.0,18.6,4.9,14.5,13.7,10.9,AVERA MCKENNAN HOSPITAL & UNIVERSITY HEALTH CENTER,SD,West,"1325 S CLIFF AVE POST OFFICE BOX 5045
SIOUX FALLS, SD 57117
(43.534607, -96.711304)",43.534607,-96.711304,NC,South
2385,11.4,10.7,7.7,10.4,16.0,14.6,16.8,20.5,20.6,24.7,5.2,16.3,19.7,13.7,ST CATHERINE OF SIENA HOSPITAL,NY,Mid-Atlantic,"50 ROUTE 25A
SMITHTOWN, NY 11787
(40.858303, -73.18609)",40.858303,-73.18609,NY,South
1392,16.4,20.8,7.0,10.5,15.6,20.8,21.8,10.5,20.8,21.8,16.6,15.2,18.9,21.5,MASSAC MEMORIAL HOSPITAL,IL,Midwest,"28 CHICK STREET, PO BOX 850
METROPOLIS, IL 62960
(37.166752, -88.738696)",37.166752,-88.738696,OH,South
2449,12.5,11.8,16.8,15.0,12.7,15.0,12.3,8.8,17.5,14.2,12.7,17.8,13.5,12.5,MERITUS MEDICAL CENTER,MD,Mid-Atlantic,"11116 MEDICAL CAMPUS ROAD
HAGERSTOWN, MD 21742
(39.623764, -77.683344)",39.623764,-77.683344,TX,South
3341,15.4,8.8,6.8,11.0,15.0,13.6,16.4,3.7,20.4,23.0,4.2,16.4,17.7,11.9,MERIT HEALTH BILOXI,MS,South,"150 REYNOIR STREET
BILOXI, MS 39530
(30.396112, -88.890438)",30.396112,-88.890438,FL,South
1528,14.3,1.9,5.8,10.7,18.1,11.7,18.7,14.6,18.3,20.8,4.9,16.8,19.4,15.3,THE UNIVERSITY OF CHICAGO MEDICAL CENTER,IL,Midwest,"5841 SOUTH MARYLAND
CHICAGO, IL 60637
(41.787942, -87.604925)",41.787942,-87.604925,CA,South
1483,14.9833333333,11.0166666667,8.31666666667,12.0666666667,17.3166666667,14.4666666667,16.4833333333,13.4833333333,19.8333333333,21.75,9.35,15.1833333333,16.3166666667,11.7,ST FRANCIS HOSPITAL,GA,South,"7TH AND CLAYTON STS
WILMINGTON, DE 19805
",,,TN,South
2079,14.5571428571,10.8142857143,7.78571428571,12.1714285714,16.6714285714,15.2285714286,16.5714285714,15.4857142857,19.4571428571,21.0285714286,7.68571428571,15.6428571429,16.7428571429,11.6,ST JOSEPH HOSPITAL,NY,Mid-Atlantic,"172 KINSLEY ST
NASHUA, NH 03060
(42.750441, -71.479886)",42.750441,-71.479886,IN,Mid-Atlantic
2624,7.6,4.9,8.5,13.3,17.7,15.1,4.1,13.4,19.9,20.5,19.9,15.3,15.5,12.4,MAD RIVER COMMUNITY HOSPITAL,CA,West,"3800 JANES RD
ARCATA, CA 95521
(40.903309, -124.090847)",40.903309,-124.090847,TX,West
1601,14.85,11.8,7.725,12.05,15.425,15.825,16.8,12.25,20.875,22.175,10.35,16.025,17.075,14.4,NORTHWEST MEDICAL CENTER,FL,South,"2801 N STATE RD 7
MARGATE, FL 33063
(26.262862, -80.2019)",26.262862,-80.2019,AL,Midwest
3009,14.9,11.4,8.15,11.05,16.2,15.9,19.1,19.15,19.3,21.4,4.7,15.35,16.95,15.45,"MEMORIAL HOSPITAL, THE",CO,West,"3073 WHITE MOUNTAIN HIGHWAY
NORTH CONWAY, NH 03860
(44.060519, -71.13851)",44.060519,-71.13851,PA,Midwest
2595,13.8,13.8,13.4,12.0,16.5,14.7,16.7,15.2,22.4,22.4,16.0,15.8,18.5,12.6,KAISER FOUNDATION HOSPITAL AND REHAB CENTER,CA,West,"975 SERENO DR
VALLEJO, CA 94589
(38.128437, -122.247586)",38.128437,-122.247586,KS,South
4759,13.5,21.0,6.7,14.3,19.7,13.8,16.9,15.5,20.6,24.9,3.9,15.1,16.5,12.6,"LAUGHLIN MEMORIAL HOSPITAL, INC",TN,South,"1420 TUSCULUM BLVD
GREENEVILLE, TN 37745
(36.175393, -82.790893)",36.175393,-82.790893,OH,South
4435,12.4,12.4,8.2,11.7,15.5,14.2,16.1,16.1,21.5,23.8,4.7,16.5,17.2,13.8,HACKENSACK-UMC MOUNTAINSIDE,NJ,Mid-Atlantic,"BAY AND HIGHLAND AVE
MONTCLAIR, NJ 07042
",,,CA,South
4902,14.3,3.3,7.0,11.8,15.3,17.5,16.7,13.8,21.4,20.3,4.9,16.0,17.7,13.3,RESEARCH MEDICAL CENTER,MO,Midwest,"2316 E MEYER BLVD
KANSAS CITY, MO 64132
(39.007169, -94.558731)",39.007169,-94.558731,FL,Midwest
1151,14.5,8.25,10.2,13.5,17.1,13.85,16.95,14.8,20.8,20.5,11.15,15.55,17.45,10.2,HANOVER HOSPITAL,PA,Mid-Atlantic,"205 S HANOVER STREET
HANOVER, KS 66945
(39.891047, -96.874771)",39.891047,-96.874771,TX,South
954,14.1833333333,3.05,8.28333333333,13.2833333333,16.5833333333,15.0833333333,16.4833333333,15.0833333333,19.2166666667,20.7333333333,4.78333333333,14.8166666667,16.2333333333,12.2333333333,ST JOSEPH MEDICAL CENTER,TX,South,"1000 CARONDELET DR
KANSAS CITY, MO 64114
(38.935007, -94.605907)",38.935007,-94.605907,IL,Midwest
4558,14.4,4.9,9.2,11.3,16.2,18.2,16.0,4.7,20.0,21.5,3.6,14.7,16.5,12.4,WYTHE COUNTY COMMUNITY HOSPITAL,VA,Mid-Atlantic,"600 WEST RIDGE ROAD
WYTHEVILLE, VA 24382
(36.953117, -81.09586)",36.953117,-81.09586,WI,Midwest
3319,15.3,19.1,8.7,12.8,14.7,15.1,18.8,11.4,21.5,21.5,14.5,16.2,17.9,12.8,GEORGE REGIONAL HEALTH SYSTEM,MS,South,"859 WINTER STREET
LUCEDALE, MS 39452
(30.922235, -88.592853)",30.922235,-88.592853,MO,South
295,16.7,16.4,16.7,18.4,15.5,16.7,11.3,18.4,18.4,11.3,15.7,15.4,11.3,17.5,COOK COUNTY NORTHSHORE HOSPITAL,MN,Midwest,"515 5TH AVE WEST
GRAND MARAIS, MN 55604
(47.756744, -90.340179)",47.756744,-90.340179,AZ,West
786,13.6714285714,12.7571428571,8.29285714286,12.3785714286,16.3571428571,15.7785714286,14.9857142857,13.7928571429,19.1,21.3142857143,10.5142857143,15.3714285714,16.6714285714,13.3928571429,MEMORIAL HOSPITAL,OK,Midwest,"4500 MEMORIAL DRIVE
BELLEVILLE, IL 62226
(38.550533, -90.021168)",38.550533,-90.021168,PA,Midwest
4310,17.9,21.9,11.8,21.9,21.8,21.9,21.8,16.3,21.9,20.6,18.7,8.8,15.5,21.5,ARKANSAS CHILDREN'S HOSPITAL,AR,South,"1 CHILDREN'S WAY, SLOT 301
LITTLE ROCK, AR 72202
(34.742822, -92.292006)",34.742822,-92.292006,KS,Midwest
1452,14.8,14.7,7.9,11.3,16.2,15.5,16.2,15.3,20.3,22.8,13.0,16.2,16.3,17.7,SALEM TOWNSHIP HOSPITAL,IL,Midwest,"1201 RICKER DRIVE
SALEM, IL 62881
(38.64083, -88.948337)",38.64083,-88.948337,MI,South
3092,15.4,11.8,7.7,10.9,15.8,14.3,15.7,11.8,18.8,19.6,4.3,13.9,14.7,11.7,METRO HEALTH HOSPITAL,MI,Midwest,"5900 BYRON CENTER AVENUE, SW
WYOMING, MI 49519
(42.858248, -85.722943)",42.858248,-85.722943,IL,West
3510,15.9,14.0,5.1,12.9,14.3,4.6,14.4,4.0,17.0,18.9,4.6,13.8,16.1,15.1,AMERICAN FORK HOSPITAL,UT,West,"170 NORTH 1100 EAST
AMERICAN FORK, UT 84003
(40.380458, -111.769094)",40.380458,-111.769094,TX,Midwest
2297,14.65,22.25,10.4,12.55,18.25,15.55,17.1,12.75,19.9,20.95,9.0,15.15,16.8,13.05,HIGHLAND HOSPITAL,NY,Mid-Atlantic,"1411 E 31ST STREET
OAKLAND, CA 94602
(37.799234, -122.231199)",37.799234,-122.231199,TX,Midwest
2732,12.9,2.5,7.7,11.7,16.0,12.8,17.0,15.6,19.2,21.7,4.9,14.8,18.0,11.3,SHASTA REGIONAL MEDICAL CENTER,CA,West,"1100 BUTTE ST
REDDING, CA 96001
(40.585273, -122.38685)",40.585273,-122.38685,TX,South
3631,14.8,15.3,8.7,13.2,17.4,18.7,16.5,17.3,20.4,23.6,4.5,14.8,16.8,12.4,ST JOSEPH'S HOSPITAL & HEALTH CENTER,ND,West,"2500 FAIRWAY STREET
DICKINSON, ND 58601
(46.887267, -102.820598)",46.887267,-102.820598,WA,Midwest
4754,12.6,4.0,7.1,11.7,18.5,15.7,16.8,14.7,20.4,21.1,4.0,15.3,16.8,12.0,JACKSON-MADISON COUNTY GENERAL HOSPITAL,TN,South,"620 SKYLINE DRIVE
JACKSON, TN 38301
(35.63954, -88.831973)",35.63954,-88.831973,TX,South
2537,13.7,13.9,7.4,10.4,13.6,15.5,17.0,8.9,21.3,20.5,4.5,15.6,17.9,12.8,FOOTHILL PRESBYTERIAN HOSPITAL,CA,West,"250 S GRAND AVE
GLENDORA, CA 91740
(34.133196, -117.872534)",34.133196,-117.872534,OH,Midwest
2602,9.0,11.8,15.4,14.6,10.2,10.2,16.8,14.6,17.6,21.5,12.0,15.4,9.0,8.9,KAISER FOUNDATION HOSPITAL-SANTA ROSA,CA,West,"401 BICENTENNIAL WAY
SANTA ROSA, CA 95403
(38.470219, -122.725212)",38.470219,-122.725212,TX,West
2543,13.6,21.5,8.4,10.1,11.9,12.8,17.2,16.0,20.0,21.5,7.4,14.6,15.9,12.0,GARDEN GROVE HOSPITAL & MEDICAL CENTER,CA,West,"12601 GARDEN GROVE BLVD
GARDEN GROVE, CA 92843
(33.774472, -117.913365)",33.774472,-117.913365,CA,Midwest
5203,12.6,16.5,9.0,13.3,15.0,16.8,14.6,11.6,20.0,20.6,4.7,15.1,15.3,11.2,SKAGIT VALLEY HOSPITAL,WA,West,"1415 KINCAID STREET
MOUNT VERNON, WA 98274
(48.417413, -122.32374)",48.417413,-122.32374,MI,West
4284,15.5,14.3,7.6,13.7,17.4,14.7,14.3,20.9,18.7,22.6,14.0,15.5,18.5,13.9,TANNER MEDICAL CENTER VILLA RICA,GA,South,"601 DALLAS HIGHWAY
VILLA RICA, GA 30180
(33.742992, -84.919477)",33.742992,-84.919477,IL,South
404,16.4,16.4,16.4,16.4,16.4,16.4,16.4,16.4,16.4,16.4,16.4,16.2,16.2,16.2,RED LAKE HOSPITAL A,MN,Midwest,"PO BOX 497
REDLAKE, MN 56671
",,,NE,Midwest
2520,13.3,12.4,9.1,12.4,15.9,15.7,16.4,13.3,21.7,23.6,4.7,15.3,16.1,14.1,DOCTORS HOSPITAL OF MANTECA,CA,West,"1205 E NORTH STREET
MANTECA, CA 95336
(37.801087, -121.19691)",37.801087,-121.19691,PA,Midwest
787,13.6714285714,12.7571428571,8.29285714286,12.3785714286,16.3571428571,15.7785714286,14.9857142857,13.7928571429,19.1,21.3142857143,10.5142857143,15.3714285714,16.6714285714,13.3928571429,MEMORIAL HOSPITAL,OK,Midwest,"1900 STATE STREET
CHESTER, IL 62233
(37.918496, -89.812961)",37.918496,-89.812961,PA,Midwest
247,15.3875,12.75,10.2875,12.8875,16.6375,16.7875,14.225,16.275,18.2625,16.775,11.525,15.35,17.1125,15.5875,COMMUNITY MEMORIAL HOSPITAL,IL,Midwest,"512 SKYLINE BOULEVARD
CLOQUET, MN 55720
(46.731861, -92.461577)",46.731861,-92.461577,ND,Midwest
4963,19.7,15.5,7.65,13.95,16.65,19.0,6.0,13.65,19.55,15.05,10.8,14.9,16.1,17.3,NORTH VALLEY HOSPITAL,MT,West,"203 SOUTH WESTERN
TONASKET, WA 98855
(48.707484, -119.439033)",48.707484,-119.439033,TX,West
3444,4.2,11.9,8.1,18.1,16.6,21.9,19.0,12.7,19.9,4.6,12.0,15.5,16.1,12.8,LATIMER COUNTY GENERAL HOSPITAL,OK,Midwest,"806 STATE HIGHWAY 2 NORTH
WILBURTON, OK 74578
(34.919557, -95.319468)",34.919557,-95.319468,TX,West
729,13.6714285714,12.7571428571,8.29285714286,12.3785714286,16.3571428571,15.7785714286,14.9857142857,13.7928571429,19.1,21.3142857143,10.5142857143,15.3714285714,16.6714285714,13.3928571429,MEMORIAL HOSPITAL,IL,Midwest,"715 SOUTH TAFT AVENUE
FREMONT, OH 43420
(41.340278, -83.135216)",41.340278,-83.135216,PA,Midwest
3175,15.4,16.6,8.2,13.2,23.0,16.6,23.0,16.5,20.7,22.4,4.7,15.4,17.2,12.5,GEARY COMMUNITY HOSPITAL,KS,Midwest,"1102 ST MARY'S ROAD
JUNCTION CITY, KS 66441
(39.013059, -96.850438)",39.013059,-96.850438,AL,South
2526,11.8,2.9,8.5,11.7,14.6,14.1,15.3,14.4,17.7,18.2,3.5,14.0,15.1,10.8,EISENHOWER MEDICAL CENTER,CA,West,"39-000 BOB HOPE DRIVE
RANCHO MIRAGE, CA 92270
(33.764852, -116.408085)",33.764852,-116.408085,NC,South
4590,16.9,16.9,16.9,16.9,14.0,14.0,14.0,14.0,14.0,14.0,14.0,15.5,16.9,16.9,PHS INDIAN HOSPITAL AT ROSEBUD,SD,West,"400 SOLDIER CREEK ROAD
ROSEBUD, SD 57570
",,,NC,South
4869,13.0,10.5,8.2,13.9,16.4,14.3,17.0,15.1,19.7,21.9,5.4,15.6,17.4,13.2,LEE'S SUMMIT MEDICAL CENTER,MO,Midwest,"2100 SE BLUE PARKWAY
LEES SUMMIT, MO 64063
(38.90233, -94.333249)",38.90233,-94.333249,TX,South
5132,14.6,20.5,9.2,14.0,15.8,16.1,15.9,16.9,21.2,23.4,21.2,16.1,15.6,12.2,MEMORIAL HOSPITAL SWEETWATER COUNTY,WY,West,"1200 COLLEGE DRIVE
ROCK SPRINGS, WY 82901
(41.58406, -109.233578)",41.58406,-109.233578,AR,South
4663,18.5,23.7,7.8,13.9,16.6,13.9,18.8,19.4,20.1,24.1,4.5,15.9,20.2,12.1,FLEMING COUNTY HOSPITAL,KY,South,"55 FOUNDATION DRIVE
FLEMINGSBURG, KY 41041
(38.421511, -83.752848)",38.421511,-83.752848,NY,South
3231,14.5,4.2,9.0,11.7,20.3,17.0,18.6,14.0,19.5,21.8,4.4,16.2,17.3,13.8,OLATHE MEDICAL CENTER,KS,Midwest,"20333 WEST 151ST STREET
OLATHE, KS 66061
(38.854524, -94.823673)",38.854524,-94.823673,FL,South
2275,13.5,19.8,7.1,12.4,13.6,14.0,15.2,16.7,20.2,21.3,19.7,15.5,16.7,15.7,EASTERN LONG ISLAND HOSPITAL,NY,Mid-Atlantic,"201 MANOR PLACE
GREENPORT, NY 11944
(41.110565, -72.362398)",41.110565,-72.362398,TX,Midwest
2614,11.4,12.5,11.6,11.8,17.1,17.7,15.5,22.3,19.9,24.2,4.2,16.6,16.4,11.8,LODI MEMORIAL HOSPITAL,CA,West,"975 S FAIRMONT AVENUE
LODI, CA 95240
(38.121634, -121.285787)",38.121634,-121.285787,CA,West
501,13.2,3.2,9.2,12.9,17.2,13.7,16.4,13.8,19.4,20.6,4.6,15.5,18.6,10.8,BAYLOR SCOTT & WHITE MEDICAL CENTER GARLAND,TX,South,"2300 MARIE CURIE DRIVE
GARLAND, TX 75042
(32.918596, -96.661874)",32.918596,-96.661874,PA,West
1725,15.9,9.1,9.2,13.1,15.3,17.0,19.3,15.9,19.7,21.1,4.4,15.3,16.9,22.5,ORANGE CITY AREA HEALTH SYSTEM,IA,Midwest,"1000 LINCOLN CIRCLE SE
ORANGE CITY, IA 51041
(42.995318, -96.044828)",42.995318,-96.044828,NE,Midwest
5135,11.6,15.0,8.3,21.6,18.4,17.1,20.7,7.6,17.9,20.2,15.0,15.6,15.2,15.2,NORTH BIG HORN HOSPITAL DISTRICT,WY,West,"1115 LANE 12
LOVELL, WY 82431
(44.825802, -108.390126)",44.825802,-108.390126,TX,South
5212,14.0,2.7,9.2,12.4,16.3,18.3,18.2,13.1,20.0,20.1,4.3,14.7,16.4,13.4,TACOMA GENERAL ALLENMORE HOSPITAL,WA,West,"315 S MLK JR WAY
TACOMA, WA 98415
(47.259282, -122.453412)",47.259282,-122.453412,CA,Midwest
4295,14.65,11.7,7.35,11.05,17.25,15.75,17.45,15.3,19.35,22.65,10.65,16.05,19.65,14.6,UNIVERSITY HOSPITAL,NJ,Mid-Atlantic,"1350 WALTON WAY
AUGUSTA, GA 30901
(33.473139, -81.981699)",33.473139,-81.981699,AL,South
2268,7.9,16.2,9.0,11.9,17.1,14.9,15.5,22.1,20.7,22.0,4.2,15.7,18.2,13.5,"COMMUNITY MEMORIAL HOSPITAL, INC",NY,Mid-Atlantic,"150 BROAD STREET
HAMILTON, NY 13346
(42.813906, -75.541908)",42.813906,-75.541908,CA,South
1742,4.5,4.6,9.2,13.4,14.8,16.0,20.0,14.7,19.7,21.2,4.5,15.0,15.0,13.4,STEWART MEMORIAL COMMUNITY HOSPITAL,IA,Midwest,"1301 WEST MAIN STREET
LAKE CITY, IA 51449
(42.266198, -94.750451)",42.266198,-94.750451,TX,West
26,13.9,3.4,6.8,10.5,17.7,13.6,17.7,14.2,21.0,22.7,5.7,16.4,18.3,13.1,GRAND STRAND REGIONAL MEDICAL CENTER,SC,South,"809 82ND PARKWAY
MYRTLE BEACH, SC 29572
(33.754763, -78.817079)",33.754763,-78.817079,CA,South
3493,14.8,15.9,10.1,15.1,18.4,15.2,17.2,21.7,20.0,21.1,4.9,15.7,17.8,11.9,ST ANTHONY SHAWNEE HOSPITAL,OK,Midwest,"1102 W MACARTHUR
SHAWNEE, OK 74804
(35.361768, -96.937587)",35.361768,-96.937587,CA,Midwest
71,16.1,4.6,8.9,12.4,19.5,14.3,17.1,12.2,20.6,23.8,4.5,14.8,17.4,12.6,BATON ROUGE GENERAL MEDICAL CENTER,LA,South,"3600 FLORIDA STREET
BATON ROUGE, LA 70806
(30.450336, -91.154638)",30.450336,-91.154638,TX,South
3158,19.6,17.8,7.4,9.5,15.1,19.6,13.8,13.8,20.1,20.1,5.0,15.3,17.5,13.8,CLARA BARTON HOSPITAL,KS,Midwest,"250 W 9TH STREET
HOISINGTON, KS 67544
(38.521549, -98.77941)",38.521549,-98.77941,TX,South
4117,13.1,2.1,8.3,13.1,18.1,17.0,16.9,17.0,20.3,21.6,4.7,15.6,17.3,14.1,CHI HEALTH MIDLANDS,NE,Midwest,"11111 SOUTH 84TH ST
PAPILLION, NE 68046
(41.136863, -96.042934)",41.136863,-96.042934,AL,Midwest
624,17.2,11.4,8.4,12.6,16.4,15.2,21.6,10.6,19.8,21.4,15.7,15.2,16.8,15.1,GOLDEN PLAINS COMMUNITY HOSPITAL,TX,South,"100 MEDICAL DRIVE
BORGER, TX 79007
(35.654795, -101.407963)",35.654795,-101.407963,TX,Midwest
3101,13.0,14.0,7.8,11.5,18.0,12.7,16.2,14.4,19.6,21.8,4.3,15.1,17.2,12.2,MUNSON HEALTHCARE GRAYLING HOSPITAL,MI,Midwest,"1100 E MICHIGAN AVE
GRAYLING, MI 49738
(44.667251, -84.707939)",44.667251,-84.707939,TX,South
3745,10.4,3.1,6.0,12.2,13.2,17.8,15.7,14.4,19.7,21.0,3.4,14.4,17.2,10.6,UNITYPOINT HEALTH - MERITER,WI,Midwest,"202 S PARK ST
MADISON, WI 53715
(43.065385, -89.400896)",43.065385,-89.400896,NH,Midwest
378,14.2,10.9666666667,10.45,12.2333333333,16.2,14.9833333333,14.2833333333,15.5333333333,18.55,19.1833333333,6.15,14.8166666667,16.6,13.3,MERCY HOSPITAL,KS,Midwest,"500 E MARKET STREET
IOWA CITY, IA 52245
(41.663541, -91.528653)",41.663541,-91.528653,KS,Midwest
1962,15.6,15.2,8.6,12.2,17.2,15.2,10.6,11.4,18.8,21.7,4.5,15.5,18.2,11.8,WOOD COUNTY HOSPITAL,OH,Midwest,"950 WEST WOOSTER STREET
BOWLING GREEN, OH 43402
(41.373787, -83.666047)",41.373787,-83.666047,TN,Midwest
3229,15.4,11.15,7.1,11.9,15.95,14.4,17.05,15.25,19.15,20.9,4.0,14.95,16.45,12.25,NEWTON MEDICAL CENTER,NJ,Mid-Atlantic,"600 MEDICAL CENTER DRIVE
NEWTON, KS 67114
(38.023035, -97.335937)",38.023035,-97.335937,KS,Midwest
1484,14.9833333333,11.0166666667,8.31666666667,12.0666666667,17.3166666667,14.4666666667,16.4833333333,13.4833333333,19.8333333333,21.75,9.35,15.1833333333,16.3166666667,11.7,ST FRANCIS HOSPITAL,GA,South,"1215 FRANCISCAN DR
LITCHFIELD, IL 62056
(39.18081, -89.639636)",39.18081,-89.639636,TN,South
538,12.1,4.0,6.6,10.3,12.8,11.2,16.3,13.7,20.6,21.3,4.0,16.5,16.1,13.1,CLEAR LAKE REGIONAL MEDICAL CENTER,TX,South,"500 MEDICAL CENTER BLVD
WEBSTER, TX 77598
(29.540676, -95.126804)",29.540676,-95.126804,CA,Midwest
2298,14.65,22.25,10.4,12.55,18.25,15.55,17.1,12.75,19.9,20.95,9.0,15.15,16.8,13.05,HIGHLAND HOSPITAL,CA,West,"1000 SOUTH AVENUE
ROCHESTER, NY 14620
(43.135955, -77.607556)",43.135955,-77.607556,TX,Midwest
2479,8.2,4.4,4.4,8.2,16.1,20.3,14.0,4.8,14.0,12.3,21.4,15.8,17.7,13.8,ANAHEIM GLOBAL MEDICAL CENTER,CA,West,"1025 S ANAHEIM BLVD
ANAHEIM, CA 92805
(33.820365, -117.908942)",33.820365,-117.908942,TX,West
1710,12.1,15.7,8.5,12.1,16.0,8.0,16.5,16.7,20.1,21.9,15.2,15.2,15.0,17.0,MERCY MEDICAL CENTER-NEW HAMPTON,IA,Midwest,"308 NORTH MAPLE AVENUE
NEW HAMPTON, IA 50659
(43.062677, -92.320425)",43.062677,-92.320425,IA,Midwest
3269,20.1,5.0,17.8,16.1,15.0,15.7,7.4,17.7,20.1,18.8,15.4,16.1,16.4,15.3,STEVENS COUNTY HOSPITAL,KS,Midwest,"1006 S JACKSON
HUGOTON, KS 67951
(37.170809, -101.349755)",37.170809,-101.349755,TX,West
4793,14.9,16.2,6.6,11.3,18.0,14.0,17.2,4.6,22.3,24.1,5.0,16.0,18.5,14.0,SOUTHERN TENNESSEE REGIONAL HLTH SYSTEM WINCHESTER,TN,South,"185 HOSPITAL ROAD
WINCHESTER, TN 37398
(35.175941, -86.091121)",35.175941,-86.091121,FL,South
2456,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,12.5,13.6,UNION HOSPITAL OF CECIL COUNTY,MD,Mid-Atlantic,"106 BOW STREET
ELKTON, MD 21921
(39.608423, -75.831081)",39.608423,-75.831081,MD,Mid-Atlantic
3945,13.7,22.5,8.4,12.8,15.6,15.0,16.0,19.5,19.2,21.5,4.4,15.6,15.7,12.3,CAPE CANAVERAL HOSPITAL,FL,South,"701 W COCOA BEACH CAUSEWAY
COCOA BEACH, FL 32932
(28.357879, -80.622733)",28.357879,-80.622733,NY,Midwest
4802,14.7,18.9,7.8,13.7,18.9,14.8,16.9,15.7,22.6,24.4,13.6,16.9,18.6,11.5,TENNOVA HEALTHCARE-DYERSBURG REGIONAL,TN,South,"400 TICKLE ST
DYERSBURG, TN 38024
(36.047356, -89.380419)",36.047356,-89.380419,MS,South
1261,12.3,20.9,8.6,10.8,14.4,14.2,16.1,12.3,20.4,23.7,4.2,15.7,18.5,13.2,UPMC EAST,PA,Mid-Atlantic,"2775 MOSSIDE BOULEVARD
MONROEVILLE, PA 15146
(40.437014, -79.758458)",40.437014,-79.758458,PA,South
3012,15.3,15.3,7.5,13.9,15.0,11.3,10.9,12.9,19.7,22.8,4.6,16.4,16.6,14.6,NEW LONDON HOSPITAL,NH,New England,"273 COUNTY ROAD
NEW LONDON, NH 03257
(43.433741, -71.993323)",43.433741,-71.993323,FL,South
586,14.575,11.85,7.575,11.475,15.875,13.775,17.525,17.35,20.15,21.825,4.65,16.275,17.05,11.95,DOCTORS HOSPITAL,OH,Midwest,"3651 WHEELER ROAD
AUGUSTA, GA 30909
(33.482889, -82.094793)",33.482889,-82.094793,FL,South
4846,16.5,15.0,7.8,12.4,17.3,15.9,17.3,8.4,21.6,21.7,4.5,16.1,16.0,13.6,CASS REGIONAL MEDICAL CENTER,MO,Midwest,"2800 E ROCK HAVEN ROAD
HARRISONVILLE, MO 64701
(38.663345, -94.375321)",38.663345,-94.375321,MO,South
1254,18.4,15.0,12.6,19.2,15.6,11.3,17.4,25.6,18.2,19.3,15.8,16.3,18.1,15.8,TITUSVILLE HOSPITAL,PA,Mid-Atlantic,"406 WEST OAK STREET
TITUSVILLE, PA 16354
(41.6332, -79.67972)",41.6332,-79.67972,MD,West
3386,12.4,9.0,7.8,12.2,21.7,13.8,18.7,21.9,19.4,21.7,17.6,15.5,17.2,24.5,WINSTON MEDICAL CENTER & SWINGBED,MS,South,"923 SOUTH CHRUCH STREET
LOUISVILLE, MS 39339
(33.090867, -89.06339)",33.090867,-89.06339,AL,South
2905,13.4,18.8,7.6,10.1,15.6,12.7,15.4,12.0,18.7,21.0,4.3,16.1,17.0,11.7,HAYWOOD REGIONAL MEDICAL CENTER,NC,South,"262 LEROY GEORGE DRIVE
CLYDE, NC 28721
(35.527857, -82.945437)",35.527857,-82.945437,CA,Midwest
2983,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,PETERSBURG MEDICAL CENTER,AK,Alaska,"PO BOX 589
PETERSBURG, AK 99833
",,,MD,Mid-Atlantic
2136,13.4,8.76,7.66,11.98,15.88,17.28,16.4,13.78,21.16,22.1,4.8,16.1,17.16,12.84,ST MARY'S MEDICAL CENTER,WV,Mid-Atlantic,"3700 WASHINGTON AVE
EVANSVILLE, IN 47750
(37.962408, -87.50554)",37.962408,-87.50554,MO,Midwest
770,13.6714285714,12.7571428571,8.29285714286,12.3785714286,16.3571428571,15.7785714286,14.9857142857,13.7928571429,19.1,21.3142857143,10.5142857143,15.3714285714,16.6714285714,13.3928571429,MEMORIAL HOSPITAL,KS,Midwest,"500 LONDON AVENUE
MARYSVILLE, OH 43040
(40.229372, -83.369545)",40.229372,-83.369545,PA,Midwest
4763,3.1,15.8,7.0,13.9,17.5,13.0,18.2,12.9,21.3,23.1,13.9,16.4,19.0,17.5,MACON COUNTY GENERAL HOSPITAL,TN,South,"204 MEDICAL DRIVE
LAFAYETTE, TN 37083
(36.519345, -86.025863)",36.519345,-86.025863,NY,South
101,7.9,16.1,8.0,11.0,12.3,22.4,16.6,16.2,19.8,21.8,22.9,16.5,18.5,22.9,HARDTNER MEDICAL CENTER,LA,South,"1102 N PINE ROAD
OLLA, LA 71465
(31.859492, -92.275811)",31.859492,-92.275811,KY,South
4842,14.4,3.4,7.9,11.7,19.1,14.9,16.1,14.7,21.4,20.5,4.4,15.1,16.8,11.8,BOONE HOSPITAL CENTER,MO,Midwest,"1600 E BROADWAY
COLUMBIA, MO 65201
(38.950669, -92.317039)",38.950669,-92.317039,TX,South
